Date,Status,X,Y,Z,Source,Time,SessionTime
2024-07-06 15:08:49.351,OnTrack,-1501.0,1536.0,1966.0,pos,0 days 00:00:00.454000,0 days 01:21:36.342000
2024-07-06 15:08:49.651,OnTrack,-1361.0,1716.0,1967.0,pos,0 days 00:00:00.754000,0 days 01:21:36.642000
2024-07-06 15:08:49.931,OnTrack,-1233.0,1890.0,1969.0,pos,0 days 00:00:01.034000,0 days 01:21:36.922000
2024-07-06 15:08:50.111,OnTrack,-1105.0,2067.0,1972.0,pos,0 days 00:00:01.214000,0 days 01:21:37.102000
2024-07-06 15:08:50.391,OnTrack,-1022.0,2181.0,1973.0,pos,0 days 00:00:01.494000,0 days 01:21:37.382000
2024-07-06 15:08:50.731,OnTrack,-844.0,2425.0,1977.0,pos,0 days 00:00:01.834000,0 days 01:21:37.722000
2024-07-06 15:08:51.172,OnTrack,-600.0,2765.0,1983.0,pos,0 days 00:00:02.275000,0 days 01:21:38.163000
2024-07-06 15:08:51.432,OnTrack,-536.0,2859.0,1985.0,pos,0 days 00:00:02.535000,0 days 01:21:38.423000
2024-07-06 15:08:51.811,OnTrack,-345.0,3144.0,1989.0,pos,0 days 00:00:02.914000,0 days 01:21:38.802000
2024-07-06 15:08:52.212,OnTrack,-132.0,3458.0,1995.0,pos,0 days 00:00:03.315000,0 days 01:21:39.203000
2024-07-06 15:08:52.552,OnTrack,-16.0,3620.0,1997.0,pos,0 days 00:00:03.655000,0 days 01:21:39.543000
2024-07-06 15:08:52.752,OnTrack,84.0,3753.0,2000.0,pos,0 days 00:00:03.855000,0 days 01:21:39.743000
2024-07-06 15:08:53.052,OnTrack,321.0,4035.0,2007.0,pos,0 days 00:00:04.155000,0 days 01:21:40.043000
2024-07-06 15:08:53.332,OnTrack,404.0,4121.0,2010.0,pos,0 days 00:00:04.435000,0 days 01:21:40.323000
2024-07-06 15:08:53.532,OnTrack,527.0,4231.0,2011.0,pos,0 days 00:00:04.635000,0 days 01:21:40.523000
2024-07-06 15:08:53.811,OnTrack,718.0,4359.0,2013.0,pos,0 days 00:00:04.914000,0 days 01:21:40.802000
2024-07-06 15:08:53.991,OnTrack,853.0,4422.0,2014.0,pos,0 days 00:00:05.094000,0 days 01:21:40.982000
2024-07-06 15:08:54.211,OnTrack,1143.0,4499.0,2016.0,pos,0 days 00:00:05.314000,0 days 01:21:41.202000
2024-07-06 15:08:54.651,OnTrack,1394.0,4520.0,2018.0,pos,0 days 00:00:05.754000,0 days 01:21:41.642000
2024-07-06 15:08:54.891,OnTrack,1595.0,4518.0,2020.0,pos,0 days 00:00:05.994000,0 days 01:21:41.882000
2024-07-06 15:08:55.091,OnTrack,1842.0,4497.0,2024.0,pos,0 days 00:00:06.194000,0 days 01:21:42.082000
2024-07-06 15:08:55.451,OnTrack,2056.0,4467.0,2026.0,pos,0 days 00:00:06.554000,0 days 01:21:42.442000
2024-07-06 15:08:55.551,OnTrack,2138.0,4456.0,2026.0,pos,0 days 00:00:06.654000,0 days 01:21:42.542000
2024-07-06 15:08:55.751,OnTrack,2303.0,4442.0,2028.0,pos,0 days 00:00:06.854000,0 days 01:21:42.742000
2024-07-06 15:08:56.031,OnTrack,2537.0,4440.0,2031.0,pos,0 days 00:00:07.134000,0 days 01:21:43.022000
2024-07-06 15:08:56.311,OnTrack,2766.0,4461.0,2034.0,pos,0 days 00:00:07.414000,0 days 01:21:43.302000
2024-07-06 15:08:56.512,OnTrack,2950.0,4503.0,2037.0,pos,0 days 00:00:07.615000,0 days 01:21:43.503000
2024-07-06 15:08:56.651,OnTrack,3062.0,4540.0,2039.0,pos,0 days 00:00:07.754000,0 days 01:21:43.642000
2024-07-06 15:08:56.971,OnTrack,3303.0,4653.0,2043.0,pos,0 days 00:00:08.074000,0 days 01:21:43.962000
2024-07-06 15:08:57.151,OnTrack,3430.0,4734.0,2045.0,pos,0 days 00:00:08.254000,0 days 01:21:44.142000
2024-07-06 15:08:57.372,OnTrack,3640.0,4900.0,2048.0,pos,0 days 00:00:08.475000,0 days 01:21:44.363000
2024-07-06 15:08:57.632,OnTrack,3738.0,4992.0,2049.0,pos,0 days 00:00:08.735000,0 days 01:21:44.623000
2024-07-06 15:08:57.831,OnTrack,3856.0,5111.0,2050.0,pos,0 days 00:00:08.934000,0 days 01:21:44.822000
2024-07-06 15:08:58.031,OnTrack,3973.0,5229.0,2050.0,pos,0 days 00:00:09.134000,0 days 01:21:45.022000
2024-07-06 15:08:58.311,OnTrack,4140.0,5390.0,2052.0,pos,0 days 00:00:09.414000,0 days 01:21:45.302000
2024-07-06 15:08:58.492,OnTrack,4244.0,5486.0,2053.0,pos,0 days 00:00:09.595000,0 days 01:21:45.483000
2024-07-06 15:08:58.772,OnTrack,4454.0,5668.0,2054.0,pos,0 days 00:00:09.875000,0 days 01:21:45.763000
2024-07-06 15:08:59.212,OnTrack,4634.0,5809.0,2055.0,pos,0 days 00:00:10.315000,0 days 01:21:46.203000
2024-07-06 15:08:59.632,OnTrack,4795.0,5888.0,2054.0,pos,0 days 00:00:10.735000,0 days 01:21:46.623000
2024-07-06 15:08:59.972,OnTrack,4874.0,5901.0,2054.0,pos,0 days 00:00:11.075000,0 days 01:21:46.963000
2024-07-06 15:09:00.211,OnTrack,4967.0,5899.0,2053.0,pos,0 days 00:00:11.314000,0 days 01:21:47.202000
2024-07-06 15:09:00.391,OnTrack,5031.0,5888.0,2053.0,pos,0 days 00:00:11.494000,0 days 01:21:47.382000
2024-07-06 15:09:00.511,OnTrack,5071.0,5876.0,2054.0,pos,0 days 00:00:11.614000,0 days 01:21:47.502000
2024-07-06 15:09:00.751,OnTrack,5145.0,5840.0,2055.0,pos,0 days 00:00:11.854000,0 days 01:21:47.742000
2024-07-06 15:09:00.971,OnTrack,5205.0,5797.0,2056.0,pos,0 days 00:00:12.074000,0 days 01:21:47.962000
2024-07-06 15:09:01.211,OnTrack,5283.0,5711.0,2058.0,pos,0 days 00:00:12.314000,0 days 01:21:48.202000
2024-07-06 15:09:01.711,OnTrack,5341.0,5588.0,2059.0,pos,0 days 00:00:12.814000,0 days 01:21:48.702000
2024-07-06 15:09:02.071,OnTrack,5375.0,5448.0,2060.0,pos,0 days 00:00:13.174000,0 days 01:21:49.062000
2024-07-06 15:09:02.411,OnTrack,5385.0,5361.0,2061.0,pos,0 days 00:00:13.514000,0 days 01:21:49.402000
2024-07-06 15:09:02.611,OnTrack,5392.0,5284.0,2062.0,pos,0 days 00:00:13.714000,0 days 01:21:49.602000
2024-07-06 15:09:02.891,OnTrack,5401.0,5191.0,2064.0,pos,0 days 00:00:13.994000,0 days 01:21:49.882000
2024-07-06 15:09:03.131,OnTrack,5419.0,5096.0,2065.0,pos,0 days 00:00:14.234000,0 days 01:21:50.122000
2024-07-06 15:09:03.292,OnTrack,5453.0,4999.0,2066.0,pos,0 days 00:00:14.395000,0 days 01:21:50.283000
2024-07-06 15:09:03.731,OnTrack,5508.0,4906.0,2066.0,pos,0 days 00:00:14.834000,0 days 01:21:50.722000
2024-07-06 15:09:03.912,OnTrack,5545.0,4861.0,2066.0,pos,0 days 00:00:15.015000,0 days 01:21:50.903000
2024-07-06 15:09:04.091,OnTrack,5584.0,4822.0,2065.0,pos,0 days 00:00:15.194000,0 days 01:21:51.082000
2024-07-06 15:09:04.331,OnTrack,5639.0,4779.0,2064.0,pos,0 days 00:00:15.434000,0 days 01:21:51.322000
2024-07-06 15:09:04.611,OnTrack,5706.0,4743.0,2065.0,pos,0 days 00:00:15.714000,0 days 01:21:51.602000
2024-07-06 15:09:04.692,OnTrack,5725.0,4737.0,2065.0,pos,0 days 00:00:15.795000,0 days 01:21:51.683000
2024-07-06 15:09:04.992,OnTrack,5819.0,4735.0,2064.0,pos,0 days 00:00:16.095000,0 days 01:21:51.983000
2024-07-06 15:09:05.372,OnTrack,5909.0,4784.0,2064.0,pos,0 days 00:00:16.475000,0 days 01:21:52.363000
2024-07-06 15:09:05.731,OnTrack,5963.0,4831.0,2064.0,pos,0 days 00:00:16.834000,0 days 01:21:52.722000
2024-07-06 15:09:05.912,OnTrack,5997.0,4869.0,2064.0,pos,0 days 00:00:17.015000,0 days 01:21:52.903000
2024-07-06 15:09:06.172,OnTrack,6044.0,4929.0,2065.0,pos,0 days 00:00:17.275000,0 days 01:21:53.163000
2024-07-06 15:09:06.392,OnTrack,6082.0,4986.0,2065.0,pos,0 days 00:00:17.495000,0 days 01:21:53.383000
2024-07-06 15:09:06.692,OnTrack,6132.0,5074.0,2065.0,pos,0 days 00:00:17.795000,0 days 01:21:53.683000
2024-07-06 15:09:06.891,OnTrack,6179.0,5178.0,2065.0,pos,0 days 00:00:17.994000,0 days 01:21:53.882000
2024-07-06 15:09:07.231,OnTrack,6226.0,5314.0,2065.0,pos,0 days 00:00:18.334000,0 days 01:21:54.222000
2024-07-06 15:09:07.631,OnTrack,6264.0,5448.0,2065.0,pos,0 days 00:00:18.734000,0 days 01:21:54.622000
2024-07-06 15:09:07.851,OnTrack,6289.0,5553.0,2065.0,pos,0 days 00:00:18.954000,0 days 01:21:54.842000
2024-07-06 15:09:08.111,OnTrack,6313.0,5681.0,2065.0,pos,0 days 00:00:19.214000,0 days 01:21:55.102000
2024-07-06 15:09:08.351,OnTrack,6328.0,5812.0,2064.0,pos,0 days 00:00:19.454000,0 days 01:21:55.342000
2024-07-06 15:09:08.531,OnTrack,6332.0,5913.0,2064.0,pos,0 days 00:00:19.634000,0 days 01:21:55.522000
2024-07-06 15:09:08.711,OnTrack,6329.0,6018.0,2064.0,pos,0 days 00:00:19.814000,0 days 01:21:55.702000
2024-07-06 15:09:08.911,OnTrack,6317.0,6137.0,2063.0,pos,0 days 00:00:20.014000,0 days 01:21:55.902000
2024-07-06 15:09:09.072,OnTrack,6301.0,6234.0,2063.0,pos,0 days 00:00:20.175000,0 days 01:21:56.063000
2024-07-06 15:09:09.231,OnTrack,6278.0,6331.0,2063.0,pos,0 days 00:00:20.334000,0 days 01:21:56.222000
2024-07-06 15:09:09.451,OnTrack,6235.0,6463.0,2062.0,pos,0 days 00:00:20.554000,0 days 01:21:56.442000
2024-07-06 15:09:09.791,OnTrack,6114.0,6711.0,2063.0,pos,0 days 00:00:20.894000,0 days 01:21:56.782000
2024-07-06 15:09:10.231,OnTrack,5976.0,6909.0,2064.0,pos,0 days 00:00:21.334000,0 days 01:21:57.222000
2024-07-06 15:09:10.432,OnTrack,5848.0,7052.0,2064.0,pos,0 days 00:00:21.535000,0 days 01:21:57.423000
2024-07-06 15:09:10.692,OnTrack,5755.0,7139.0,2064.0,pos,0 days 00:00:21.795000,0 days 01:21:57.683000
2024-07-06 15:09:10.992,OnTrack,5589.0,7277.0,2064.0,pos,0 days 00:00:22.095000,0 days 01:21:57.983000
2024-07-06 15:09:11.192,OnTrack,5414.0,7411.0,2064.0,pos,0 days 00:00:22.295000,0 days 01:21:58.183000
2024-07-06 15:09:11.651,OnTrack,5202.0,7576.0,2064.0,pos,0 days 00:00:22.754000,0 days 01:21:58.642000
2024-07-06 15:09:11.732,OnTrack,5156.0,7614.0,2064.0,pos,0 days 00:00:22.835000,0 days 01:21:58.723000
2024-07-06 15:09:12.072,OnTrack,4876.0,7848.0,2064.0,pos,0 days 00:00:23.175000,0 days 01:21:59.063000
2024-07-06 15:09:12.432,OnTrack,4733.0,7970.0,2064.0,pos,0 days 00:00:23.535000,0 days 01:21:59.423000
2024-07-06 15:09:12.712,OnTrack,4566.0,8114.0,2065.0,pos,0 days 00:00:23.815000,0 days 01:21:59.703000
2024-07-06 15:09:12.872,OnTrack,4420.0,8238.0,2064.0,pos,0 days 00:00:23.975000,0 days 01:21:59.863000
2024-07-06 15:09:13.212,OnTrack,4261.0,8375.0,2064.0,pos,0 days 00:00:24.315000,0 days 01:22:00.203000
2024-07-06 15:09:13.431,OnTrack,4125.0,8491.0,2064.0,pos,0 days 00:00:24.534000,0 days 01:22:00.422000
2024-07-06 15:09:13.711,OnTrack,3951.0,8641.0,2063.0,pos,0 days 00:00:24.814000,0 days 01:22:00.702000
2024-07-06 15:09:13.911,OnTrack,3764.0,8804.0,2063.0,pos,0 days 00:00:25.014000,0 days 01:22:00.902000
2024-07-06 15:09:14.211,OnTrack,3638.0,8915.0,2063.0,pos,0 days 00:00:25.314000,0 days 01:22:01.202000
2024-07-06 15:09:14.431,OnTrack,3500.0,9037.0,2063.0,pos,0 days 00:00:25.534000,0 days 01:22:01.422000
2024-07-06 15:09:14.732,OnTrack,3309.0,9204.0,2063.0,pos,0 days 00:00:25.835000,0 days 01:22:01.723000
2024-07-06 15:09:14.911,OnTrack,3194.0,9305.0,2064.0,pos,0 days 00:00:26.014000,0 days 01:22:01.902000
2024-07-06 15:09:15.091,OnTrack,2988.0,9486.0,2062.0,pos,0 days 00:00:26.194000,0 days 01:22:02.082000
2024-07-06 15:09:15.491,OnTrack,2819.0,9633.0,2061.0,pos,0 days 00:00:26.594000,0 days 01:22:02.482000
2024-07-06 15:09:15.751,OnTrack,2648.0,9780.0,2059.0,pos,0 days 00:00:26.854000,0 days 01:22:02.742000
2024-07-06 15:09:15.931,OnTrack,2530.0,9883.0,2058.0,pos,0 days 00:00:27.034000,0 days 01:22:02.922000
2024-07-06 15:09:16.132,OnTrack,2399.0,9998.0,2056.0,pos,0 days 00:00:27.235000,0 days 01:22:03.123000
2024-07-06 15:09:16.291,OnTrack,2205.0,10171.0,2053.0,pos,0 days 00:00:27.394000,0 days 01:22:03.282000
2024-07-06 15:09:16.632,OnTrack,2061.0,10300.0,2051.0,pos,0 days 00:00:27.735000,0 days 01:22:03.623000
2024-07-06 15:09:16.891,OnTrack,1891.0,10453.0,2048.0,pos,0 days 00:00:27.994000,0 days 01:22:03.882000
2024-07-06 15:09:17.151,OnTrack,1623.0,10675.0,2044.0,pos,0 days 00:00:28.254000,0 days 01:22:04.142000
2024-07-06 15:09:17.611,OnTrack,1402.0,10818.0,2040.0,pos,0 days 00:00:28.714000,0 days 01:22:04.602000
2024-07-06 15:09:17.792,OnTrack,1284.0,10875.0,2038.0,pos,0 days 00:00:28.895000,0 days 01:22:04.783000
