Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2024-07-06 15:09:44.365,10433.0,293.0,8,100.0,False,8,car,0 days 00:00:55.468000,0 days 01:22:31.356000,3745.3005555555546
2024-07-06 15:09:44.565,10360.0,291.0,8,100.0,False,8,car,0 days 00:00:55.668000,0 days 01:22:31.556000,3761.467222222221
2024-07-06 15:09:44.725,10410.0,292.0,8,100.0,False,8,car,0 days 00:00:55.828000,0 days 01:22:31.716000,3774.4449999999993
2024-07-06 15:09:44.925,10378.0,290.0,8,100.0,False,8,car,0 days 00:00:56.028000,0 days 01:22:31.916000,3790.55611111111
2024-07-06 15:09:45.125,10280.0,288.0,8,70.0,False,8,car,0 days 00:00:56.228000,0 days 01:22:32.116000,3806.55611111111
2024-07-06 15:09:45.565,11269.0,277.0,7,52.0,False,8,car,0 days 00:00:56.668000,0 days 01:22:32.556000,3840.4116666666655
2024-07-06 15:09:45.805,11029.0,268.0,7,51.0,False,8,car,0 days 00:00:56.908000,0 days 01:22:32.796000,3858.2783333333323
2024-07-06 15:09:46.045,10880.0,265.0,7,53.0,False,8,car,0 days 00:00:57.148000,0 days 01:22:33.036000,3875.9449999999993
2024-07-06 15:09:46.365,10660.0,261.0,7,65.0,False,8,car,0 days 00:00:57.468000,0 days 01:22:33.356000,3899.144999999999
2024-07-06 15:09:46.565,11563.0,258.0,7,26.0,True,8,car,0 days 00:00:57.668000,0 days 01:22:33.556000,3913.478333333332
2024-07-06 15:09:47.045,11149.0,240.0,6,29.0,False,8,car,0 days 00:00:58.148000,0 days 01:22:34.036000,3945.4783333333326
2024-07-06 15:09:47.205,10987.0,234.0,6,37.0,False,8,car,0 days 00:00:58.308000,0 days 01:22:34.196000,3955.878333333332
2024-07-06 15:09:47.645,10715.0,226.0,6,62.0,False,8,car,0 days 00:00:58.748000,0 days 01:22:34.636000,3983.5005555555545
2024-07-06 15:09:47.885,10539.0,223.0,6,64.0,False,8,car,0 days 00:00:58.988000,0 days 01:22:34.876000,3998.3672222222212
2024-07-06 15:09:48.125,10814.0,226.0,6,88.0,False,8,car,0 days 00:00:59.228000,0 days 01:22:35.116000,4013.433888888888
2024-07-06 15:09:48.365,10960.0,228.0,6,100.0,False,8,car,0 days 00:00:59.468000,0 days 01:22:35.356000,4028.633888888888
2024-07-06 15:09:48.605,11137.0,229.0,6,100.0,False,8,car,0 days 00:00:59.708000,0 days 01:22:35.596000,4043.9005555555545
2024-07-06 15:09:48.886,11324.0,239.0,6,100.0,False,8,car,0 days 00:00:59.989000,0 days 01:22:35.877000,4062.5558333333324
2024-07-06 15:09:49.046,11433.0,238.0,6,100.0,False,8,car,0 days 00:01:00.149000,0 days 01:22:36.037000,4073.1336111111104
2024-07-06 15:09:49.486,11677.0,248.0,6,100.0,False,8,car,0 days 00:01:00.589000,0 days 01:22:36.477000,4103.444722222222
2024-07-06 15:09:49.805,10613.0,252.0,6,100.0,False,8,car,0 days 00:01:00.908000,0 days 01:22:36.796000,4125.7747222222215
2024-07-06 15:09:50.085,10658.0,256.0,7,100.0,False,14,car,0 days 00:01:01.188000,0 days 01:22:37.076000,4145.685833333333
2024-07-06 15:09:50.285,10688.0,258.0,7,100.0,False,14,car,0 days 00:01:01.388000,0 days 01:22:37.276000,4160.019166666666
2024-07-06 15:09:50.565,10869.0,263.0,7,100.0,False,12,car,0 days 00:01:01.668000,0 days 01:22:37.556000,4180.474722222221
2024-07-06 15:09:50.725,10869.0,263.0,7,100.0,False,12,car,0 days 00:01:01.828000,0 days 01:22:37.716000,4192.16361111111
2024-07-06 15:09:50.965,11201.0,270.0,7,100.0,False,12,car,0 days 00:01:02.068000,0 days 01:22:37.956000,4210.16361111111
2024-07-06 15:09:51.165,11276.0,273.0,7,100.0,False,12,car,0 days 00:01:02.268000,0 days 01:22:38.156000,4225.330277777777
2024-07-06 15:09:51.325,11351.0,276.0,7,100.0,False,12,car,0 days 00:01:02.428000,0 days 01:22:38.316000,4237.596944444444
2024-07-06 15:09:51.565,11478.0,278.0,7,100.0,False,12,car,0 days 00:01:02.668000,0 days 01:22:38.556000,4256.130277777777
2024-07-06 15:09:51.765,11645.0,282.0,7,100.0,False,12,car,0 days 00:01:02.868000,0 days 01:22:38.756000,4271.796944444444
2024-07-06 15:09:52.205,11270.0,289.0,7,100.0,False,12,car,0 days 00:01:03.308000,0 days 01:22:39.196000,4307.119166666666
2024-07-06 15:09:52.365,10549.0,291.0,7,100.0,False,12,car,0 days 00:01:03.468000,0 days 01:22:39.356000,4320.0525
2024-07-06 15:09:52.605,10561.0,295.0,8,100.0,False,12,car,0 days 00:01:03.708000,0 days 01:22:39.596000,4339.719166666666
2024-07-06 15:09:52.805,10597.0,297.0,8,100.0,False,12,car,0 days 00:01:03.908000,0 days 01:22:39.796000,4356.219166666666
2024-07-06 15:09:52.965,10676.0,298.0,8,100.0,False,12,car,0 days 00:01:04.068000,0 days 01:22:39.956000,4369.46361111111
2024-07-06 15:09:53.205,10759.0,299.0,8,100.0,False,12,car,0 days 00:01:04.308000,0 days 01:22:40.196000,4389.396944444445
2024-07-06 15:09:53.365,10819.0,302.0,8,100.0,False,12,car,0 days 00:01:04.468000,0 days 01:22:40.356000,4402.819166666666
2024-07-06 15:09:53.525,10840.0,305.0,8,100.0,False,12,car,0 days 00:01:04.628000,0 days 01:22:40.516000,4416.374722222222
2024-07-06 15:09:53.685,10906.0,306.0,8,100.0,False,12,car,0 days 00:01:04.788000,0 days 01:22:40.676000,4429.974722222221
2024-07-06 15:09:53.925,11028.0,308.0,8,100.0,False,12,car,0 days 00:01:05.028000,0 days 01:22:40.916000,4450.508055555555
2024-07-06 15:09:54.125,10975.0,309.0,8,100.0,False,12,car,0 days 00:01:05.228000,0 days 01:22:41.116000,4467.674722222221
2024-07-06 15:09:54.445,11091.0,311.0,8,100.0,False,12,car,0 days 00:01:05.548000,0 days 01:22:41.436000,4495.319166666666
2024-07-06 15:09:54.605,11119.0,312.0,8,100.0,False,12,car,0 days 00:01:05.708000,0 days 01:22:41.596000,4509.185833333333
2024-07-06 15:09:54.845,11190.0,314.0,8,100.0,False,12,car,0 days 00:01:05.948000,0 days 01:22:41.836000,4530.1191666666655
2024-07-06 15:09:55.125,11230.0,315.0,8,100.0,False,12,car,0 days 00:01:06.228000,0 days 01:22:42.116000,4554.6191666666655
2024-07-06 15:09:55.486,11299.0,317.0,8,100.0,False,12,car,0 days 00:01:06.589000,0 days 01:22:42.477000,4586.407222222221
2024-07-06 15:09:55.726,11326.0,318.0,8,100.0,False,12,car,0 days 00:01:06.829000,0 days 01:22:42.717000,4607.607222222221
2024-07-06 15:09:55.966,11361.0,319.0,8,100.0,False,12,car,0 days 00:01:07.069000,0 days 01:22:42.957000,4628.873888888888
2024-07-06 15:09:56.246,11411.0,319.0,8,100.0,False,12,car,0 days 00:01:07.349000,0 days 01:22:43.237000,4653.6849999999995
2024-07-06 15:09:56.445,11445.0,321.0,8,100.0,False,12,car,0 days 00:01:07.548000,0 days 01:22:43.436000,4671.429166666666
2024-07-06 15:09:56.645,11459.0,321.0,8,100.0,False,12,car,0 days 00:01:07.748000,0 days 01:22:43.636000,4689.2625
2024-07-06 15:09:56.925,11447.0,323.0,8,100.0,False,12,car,0 days 00:01:08.028000,0 days 01:22:43.916000,4714.384722222222
2024-07-06 15:09:57.205,11520.0,323.0,8,100.0,False,12,car,0 days 00:01:08.308000,0 days 01:22:44.196000,4739.506944444444
2024-07-06 15:09:57.485,11522.0,324.0,8,100.0,False,12,car,0 days 00:01:08.588000,0 days 01:22:44.476000,4764.706944444443
2024-07-06 15:09:57.645,11562.0,325.0,8,100.0,False,12,car,0 days 00:01:08.748000,0 days 01:22:44.636000,4779.1513888888885
2024-07-06 15:09:57.845,11542.0,324.0,8,100.0,False,12,car,0 days 00:01:08.948000,0 days 01:22:44.836000,4797.151388888888
2024-07-06 15:09:58.045,11565.0,325.0,8,100.0,False,12,car,0 days 00:01:09.148000,0 days 01:22:45.036000,4815.206944444443
2024-07-06 15:09:58.205,11568.0,325.0,8,100.0,False,12,car,0 days 00:01:09.308000,0 days 01:22:45.196000,4829.6513888888885
2024-07-06 15:09:58.565,11560.0,324.0,8,100.0,False,10,car,0 days 00:01:09.668000,0 days 01:22:45.556000,4862.051388888888
2024-07-06 15:09:58.725,11487.0,324.0,8,100.0,False,10,car,0 days 00:01:09.828000,0 days 01:22:45.716000,4876.451388888888
2024-07-06 15:09:59.005,10953.0,317.0,8,62.0,True,8,car,0 days 00:01:10.108000,0 days 01:22:45.996000,4901.106944444444
2024-07-06 15:09:59.205,11675.0,305.0,8,37.0,True,8,car,0 days 00:01:10.308000,0 days 01:22:46.196000,4918.051388888888
2024-07-06 15:09:59.445,11665.0,292.0,7,29.0,True,8,car,0 days 00:01:10.548000,0 days 01:22:46.436000,4937.518055555554
2024-07-06 15:09:59.765,12300.0,273.0,7,21.0,False,8,car,0 days 00:01:10.868000,0 days 01:22:46.756000,4961.784722222221
2024-07-06 15:09:59.925,12024.0,263.0,6,27.0,False,8,car,0 days 00:01:11.028000,0 days 01:22:46.916000,4973.473611111111
2024-07-06 15:10:00.085,12016.0,256.0,6,27.0,False,8,car,0 days 00:01:11.188000,0 days 01:22:47.076000,4984.851388888888
2024-07-06 15:10:00.285,11542.0,249.0,6,44.0,False,8,car,0 days 00:01:11.388000,0 days 01:22:47.276000,4998.684722222222
2024-07-06 15:10:00.445,11424.0,246.0,6,44.0,False,8,car,0 days 00:01:11.548000,0 days 01:22:47.436000,5009.618055555556
2024-07-06 15:10:00.725,11329.0,240.0,6,71.0,False,8,car,0 days 00:01:11.828000,0 days 01:22:47.716000,5028.284722222223
2024-07-06 15:10:01.005,11455.0,241.0,6,100.0,False,8,car,0 days 00:01:12.108000,0 days 01:22:47.996000,5047.029166666667
2024-07-06 15:10:01.205,11579.0,243.0,6,100.0,False,8,car,0 days 00:01:12.308000,0 days 01:22:48.196000,5060.529166666667
2024-07-06 15:10:01.525,11702.0,244.0,6,100.0,False,8,car,0 days 00:01:12.628000,0 days 01:22:48.516000,5082.218055555556
2024-07-06 15:10:01.805,11834.0,248.0,6,100.0,False,8,car,0 days 00:01:12.908000,0 days 01:22:48.796000,5101.506944444445
2024-07-06 15:10:02.046,11740.0,250.0,6,100.0,False,8,car,0 days 00:01:13.149000,0 days 01:22:49.037000,5118.243055555557
2024-07-06 15:10:02.246,10474.0,252.0,6,100.0,False,8,car,0 days 00:01:13.349000,0 days 01:22:49.237000,5132.243055555557
2024-07-06 15:10:02.486,10581.0,256.0,7,100.0,False,8,car,0 days 00:01:13.589000,0 days 01:22:49.477000,5149.309722222223
2024-07-06 15:10:02.886,10726.0,262.0,7,100.0,False,8,car,0 days 00:01:13.989000,0 days 01:22:49.877000,5178.4208333333345
2024-07-06 15:10:03.165,10957.0,265.0,7,100.0,False,8,car,0 days 00:01:14.268000,0 days 01:22:50.156000,5198.958333333334
2024-07-06 15:10:03.525,11058.0,270.0,7,100.0,False,8,car,0 days 00:01:14.628000,0 days 01:22:50.516000,5225.958333333334
2024-07-06 15:10:03.845,11252.0,274.0,7,100.0,False,8,car,0 days 00:01:14.948000,0 days 01:22:50.836000,5250.313888888889
2024-07-06 15:10:04.125,11317.0,276.0,7,100.0,False,8,car,0 days 00:01:15.228000,0 days 01:22:51.116000,5271.780555555556
2024-07-06 15:10:04.485,11442.0,279.0,7,100.0,False,8,car,0 days 00:01:15.588000,0 days 01:22:51.476000,5299.680555555556
2024-07-06 15:10:04.805,11438.0,279.0,7,100.0,False,8,car,0 days 00:01:15.908000,0 days 01:22:51.796000,5324.480555555556
2024-07-06 15:10:05.165,11540.0,281.0,7,100.0,False,8,car,0 days 00:01:16.268000,0 days 01:22:52.156000,5352.580555555556
2024-07-06 15:10:05.365,11600.0,282.0,7,100.0,False,8,car,0 days 00:01:16.468000,0 days 01:22:52.356000,5368.247222222223
2024-07-06 15:10:05.645,11039.0,259.0,7,0.0,True,8,car,0 days 00:01:16.748000,0 days 01:22:52.636000,5388.391666666667
2024-07-06 15:10:06.005,9106.0,209.0,6,0.0,True,8,car,0 days 00:01:17.108000,0 days 01:22:52.996000,5409.291666666667
2024-07-06 15:10:06.205,9120.0,175.0,6,0.0,True,8,car,0 days 00:01:17.308000,0 days 01:22:53.196000,5419.01388888889
2024-07-06 15:10:06.605,10137.0,145.0,5,0.0,True,8,car,0 days 00:01:17.708000,0 days 01:22:53.596000,5435.125
2024-07-06 15:10:07.005,9471.0,126.0,3,0.0,True,8,car,0 days 00:01:18.108000,0 days 01:22:53.996000,5449.125
2024-07-06 15:10:07.245,8213.0,120.0,3,0.0,True,8,car,0 days 00:01:18.348000,0 days 01:22:54.236000,5457.125
2024-07-06 15:10:07.645,7995.0,111.0,3,0.0,False,8,car,0 days 00:01:18.748000,0 days 01:22:54.636000,5469.458333333334
2024-07-06 15:10:07.885,7949.0,108.0,3,5.0,False,8,car,0 days 00:01:18.988000,0 days 01:22:54.876000,5476.658333333334
2024-07-06 15:10:08.085,8205.0,107.0,3,37.0,False,8,car,0 days 00:01:19.188000,0 days 01:22:55.076000,5482.602777777778
2024-07-06 15:10:08.325,8455.0,111.0,3,56.0,False,8,car,0 days 00:01:19.428000,0 days 01:22:55.316000,5490.002777777778
2024-07-06 15:10:08.485,8977.0,117.0,3,67.0,False,8,car,0 days 00:01:19.588000,0 days 01:22:55.476000,5495.202777777778
2024-07-06 15:10:08.966,9685.0,133.0,3,62.0,False,8,car,0 days 00:01:20.069000,0 days 01:22:55.957000,5512.973055555555
2024-07-06 15:10:09.166,8705.0,134.0,3,21.0,False,8,car,0 days 00:01:20.269000,0 days 01:22:56.157000,5520.4175
2024-07-06 15:10:09.366,8464.0,132.0,4,34.0,False,8,car,0 days 00:01:20.469000,0 days 01:22:56.357000,5527.750833333333
2024-07-06 15:10:09.726,8753.0,135.0,4,49.0,False,8,car,0 days 00:01:20.829000,0 days 01:22:56.717000,5541.250833333333
2024-07-06 15:10:10.005,8949.0,138.0,4,69.0,False,8,car,0 days 00:01:21.108000,0 days 01:22:56.996000,5551.945833333333
2024-07-06 15:10:10.405,9939.0,147.0,4,87.0,False,8,car,0 days 00:01:21.508000,0 days 01:22:57.396000,5568.279166666666
2024-07-06 15:10:10.605,10391.0,159.0,4,100.0,False,8,car,0 days 00:01:21.708000,0 days 01:22:57.596000,5577.112499999999
2024-07-06 15:10:10.765,10807.0,163.0,4,100.0,False,8,car,0 days 00:01:21.868000,0 days 01:22:57.756000,5584.356944444444
2024-07-06 15:10:11.045,11443.0,175.0,4,100.0,False,8,car,0 days 00:01:22.148000,0 days 01:22:58.036000,5597.968055555555
2024-07-06 15:10:11.405,11308.0,190.0,4,100.0,False,8,car,0 days 00:01:22.508000,0 days 01:22:58.396000,5616.968055555555
2024-07-06 15:10:11.605,10768.0,190.0,5,100.0,False,8,car,0 days 00:01:22.708000,0 days 01:22:58.596000,5627.523611111111
2024-07-06 15:10:11.885,11172.0,205.0,5,100.0,False,8,car,0 days 00:01:22.988000,0 days 01:22:58.876000,5643.468055555555
2024-07-06 15:10:12.045,11506.0,208.0,5,100.0,False,8,car,0 days 00:01:23.148000,0 days 01:22:59.036000,5652.7125
2024-07-06 15:10:12.325,10939.0,216.0,5,100.0,False,8,car,0 days 00:01:23.428000,0 days 01:22:59.316000,5669.5125
2024-07-06 15:10:12.685,10617.0,224.0,6,100.0,False,8,car,0 days 00:01:23.788000,0 days 01:22:59.676000,5691.912499999999
2024-07-06 15:10:13.045,11066.0,232.0,6,100.0,False,8,car,0 days 00:01:24.148000,0 days 01:23:00.036000,5715.112499999999
2024-07-06 15:10:13.285,11229.0,237.0,6,100.0,False,8,car,0 days 00:01:24.388000,0 days 01:23:00.276000,5730.912499999999
2024-07-06 15:10:13.725,11603.0,243.0,6,100.0,False,8,car,0 days 00:01:24.828000,0 days 01:23:00.716000,5760.612499999999
2024-07-06 15:10:14.205,11284.0,253.0,6,100.0,False,8,car,0 days 00:01:25.308000,0 days 01:23:01.196000,5794.345833333333
2024-07-06 15:10:14.565,10673.0,257.0,7,100.0,False,8,car,0 days 00:01:25.668000,0 days 01:23:01.556000,5820.045833333333
